source_file,source_page,serial_no,date,date_raw,transmission_zone,voltage_class_kv,asset_station_text,station_codes,opened_at,closed_at,duration_text,duration_minutes,opened_hour,opened_hour_bucket,remarks,outage_type,raw_text
OUTAGES JAN-26.pdf,46,1302,09/01/26,09-Jan-26,BANGALORE,66,HV2 MANDIKAL,,17:30,17:35,0:05,5,17,day_other,LINE CLEAR AVAILED,planned_or_line_clear,BANGALORE 66 HV2 MANDIKAL 17:30 17:35 00:05 LINE CLEAR AVAILED
OUTAGES JAN-26.pdf,46,1303,09/01/26,09-Jan-26,BANGALORE,66,HV2 NANGLI,,9:30,9:40,0:10,10,9,day_other,TRIPPED ON FAULT,forced,BANGALORE 66 HV2 NANGLI 09:30 09:40 00:10 TRIPPED ON FAULT
OUTAGES JAN-26.pdf,46,1304,09/01/26,09-Jan-26,BANGALORE,66,HV2 JIGANI 220,,17:57,18:00,0:03,3,17,day_other,LINE CLEAR AVAILED,planned_or_line_clear,BANGALORE 66 HV2 JIGANI 220 17:57 18:00 00:03 LINE CLEAR AVAILED
OUTAGES JAN-26.pdf,46,1305,09/01/26,09-Jan-26,BANGALORE,220,220KV DEVANAHALLI 400 GIS - NRS DB PURA 220 2NO STATION AFFECTED,,0:00,23:59,23:59,1439,0,night_offpeak,TRIPPED ON FAULT,forced,BANGALORE 220220KV DEVANAHALLI 400 GIS - NRS DB PURA 220 2NO STATION AFFECTED 00:00 23:59 23:59 TRIPPED ON FAULT
OUTAGES JAN-26.pdf,51,1437,10/01/26,10-Jan-26,BANGALORE,66,66KV DABASPETE 220 - SK STEEL SK STEEL(EHT),,21:14,21:58,0:44,44,21,evening_peak,TRIPPED ON FAULT,forced,BANGALORE 66 66KV DABASPETE 220 - SK STEEL SK STEEL(EHT) 21:14 21:58 00:44 TRIPPED ON FAULT
OUTAGES JAN-26.pdf,51,1438,10/01/26,10-Jan-26,BANGALORE,66,66KV EDC 220 - KANTEERAVA KANTEERAVA 66kV GIS,,20:13,20:15,0:02,2,20,evening_peak,LINE CLEAR AVAILED,planned_or_line_clear,BANGALORE 66 66KV EDC 220 - KANTEERAVA KANTEERAVA 66kV GIS 20:13 20:15 00:02 LINE CLEAR AVAILED
OUTAGES JAN-26.pdf,51,1439,10/01/26,10-Jan-26,BANGALORE,66,66KV GOWRIBIDANUR 220 - VIDHURASHWATHAVIDHURASHWATHA,,18:00,18:30,0:30,30,18,evening_peak,LINE CLEAR AVAILED,planned_or_line_clear,BANGALORE 6666KV GOWRIBIDANUR 220 - VIDHURASHWATHAVIDHURASHWATHA 18:00 18:30 00:30 LINE CLEAR AVAILED
OUTAGES JAN-26.pdf,51,1440,10/01/26,10-Jan-26,BANGALORE,66,66KV GUNDLU KOTHUR - BAGEPALLI GUNDLU KOTTUR,,19:50,19:55,0:05,5,19,evening_peak,LINE CLEAR AVAILED,planned_or_line_clear,BANGALORE 66 66KV GUNDLU KOTHUR - BAGEPALLI GUNDLU KOTTUR 19:50 19:55 00:05 LINE CLEAR AVAILED
OUTAGES JAN-26.pdf,51,1441,10/01/26,10-Jan-26,BANGALORE,66,66KV HAL 220 - BAIYAPPANAHALLI BMRCL (EHT)NO STATION AFFECTED,,0:00,23:59,23:59,1439,0,night_offpeak,TRIPPED ON FAULT,forced,BANGALORE 6666KV HAL 220 - BAIYAPPANAHALLI BMRCL (EHT)NO STATION AFFECTED 00:00 23:59 23:59 TRIPPED ON FAULT
OUTAGES JAN-26.pdf,51,1442,10/01/26,10-Jan-26,BANGALORE,66,66KV HSR LAYOUT 220 - NAGANATHAPURA 1NO STATION AFFECTED,,11:55,23:59,12:04,724,11,solar_window,TRIPPED ON FAULT,forced,BANGALORE 6666KV HSR LAYOUT 220 - NAGANATHAPURA 1NO STATION AFFECTED 11:55 23:59 12:04 TRIPPED ON FAULT
OUTAGES JAN-26.pdf,51,1443,10/01/26,10-Jan-26,BANGALORE,66,66kV KANTEERAVA GIS - VIDHANA SOUDHA KANTEERAVA 66kV GIS,,13:08,13:10,0:02,2,13,solar_window,LINE CLEAR AVAILED,planned_or_line_clear,BANGALORE 66 66kV KANTEERAVA GIS - VIDHANA SOUDHA KANTEERAVA 66kV GIS 13:08 13:10 00:02 LINE CLEAR AVAILED
OUTAGES JAN-26.pdf,51,1444,10/01/26,10-Jan-26,BANGALORE,66,"66KV KHODAYS 220 - BTM 4TH PHASEBTM 4TH PHASE, SAUDELA, DLF ANNABEL",,11:42,11:49,0:07,7,11,solar_window,LINE CLEAR AVAILED,planned_or_line_clear,"BANGALORE 66 66KV KHODAYS 220 - BTM 4TH PHASEBTM 4TH PHASE, SAUDELA, DLF ANNABEL11:42 11:49 00:07 LINE CLEAR AVAILED"
OUTAGES JAN-26.pdf,51,1445,10/01/26,10-Jan-26,BANGALORE,66,"66KV KHODAYS 220 - BTM 4TH PHASEBTM 4TH PHASE, SAUDELA, DLF ANNABEL",,11:54,12:13,0:19,19,11,solar_window,TRIPPED ON FAULT,forced,"BANGALORE 66 66KV KHODAYS 220 - BTM 4TH PHASEBTM 4TH PHASE, SAUDELA, DLF ANNABEL11:54 12:13 00:19 TRIPPED ON FAULT"
OUTAGES JAN-26.pdf,51,1446,10/01/26,10-Jan-26,BANGALORE,66,"66KV KOLAR 220 - PGCIL AUX - SUGUTUR - SM MANGALASUGUTUR, SM MANGALA",,8:36,8:49,0:13,13,8,day_other,TRIPPED ON FAULT,forced,"BANGALORE 6666KV KOLAR 220 - PGCIL AUX - SUGUTUR - SM MANGALASUGUTUR, SM MANGALA 08:36 08:49 00:13 TRIPPED ON FAULT"
OUTAGES JAN-26.pdf,51,1447,10/01/26,10-Jan-26,BANGALORE,66,66KV PUTTENAHALLI 220 - SOLADEVANAHALLI 66KV DC_SC _DG2SOLADEVANAHALLI,,9:35,18:57,9:22,562,9,day_other,LINE CLEAR AVAILED,planned_or_line_clear,BANGALORE 6666KV PUTTENAHALLI 220 - SOLADEVANAHALLI 66KV DC_SC _DG2SOLADEVANAHALLI 09:35 18:57 09:22 LINE CLEAR AVAILED
OUTAGES JAN-26.pdf,51,1448,10/01/26,10-Jan-26,BANGALORE,66,66KV SOMANAHALLI 220 - ISKCON ISKCON,,9:19,9:31,0:12,12,9,day_other,TRIPPED ON FAULT,forced,BANGALORE 66 66KV SOMANAHALLI 220 - ISKCON ISKCON 09:19 09:31 00:12 TRIPPED ON FAULT
OUTAGES JAN-26.pdf,51,1449,10/01/26,10-Jan-26,BANGALORE,66,"66KV SUBRAMANYAPURA 220 - REMCO 2 - RR NAGARA - GLOBAL (EHT)REMCO GIS, GLOBAL(EHT)",,15:58,16:07,0:09,9,15,solar_window,TRIPPED ON FAULT,forced,"BANGALORE 6666KV SUBRAMANYAPURA 220 - REMCO 2 - RR NAGARA - GLOBAL (EHT)REMCO GIS, GLOBAL(EHT) 15:58 16:07 00:09 TRIPPED ON FAULT"
OUTAGES JAN-26.pdf,51,1450,10/01/26,10-Jan-26,BANGALORE,66,66KV SUGUTUR - KC VALLEY (EHT) KC VALLEY(EHT),,12:30,12:45,0:15,15,12,solar_window,TRIPPED ON FAULT,forced,BANGALORE 66 66KV SUGUTUR - KC VALLEY (EHT) KC VALLEY(EHT) 12:30 12:45 00:15 TRIPPED ON FAULT
OUTAGES JAN-26.pdf,51,1451,10/01/26,10-Jan-26,BANGALORE,66,66KV T GOLLAHALLI 220 - KGF 1 NO STATION AFFECTED,,0:00,23:59,23:59,1439,0,night_offpeak,LINE CLEAR AVAILED,planned_or_line_clear,BANGALORE 66 66KV T GOLLAHALLI 220 - KGF 1 NO STATION AFFECTED 00:00 23:59 23:59 LINE CLEAR AVAILED
OUTAGES JAN-26.pdf,52,1452,10/01/26,10-Jan-26,BANGALORE,66,66KV VIDHURASHWATHA - GUNDLU KOTHURGUNDLU KOTTUR,,18:00,19:05,1:05,65,18,evening_peak,LINE CLEAR AVAILED,planned_or_line_clear,BANGALORE 6666KV VIDHURASHWATHA - GUNDLU KOTHURGUNDLU KOTTUR 18:00 19:05 01:05 LINE CLEAR AVAILED
OUTAGES JAN-26.pdf,52,1453,10/01/26,10-Jan-26,BANGALORE,66,HV1 BANASWADI,,21:23,22:10,0:47,47,21,evening_peak,TRIPPED ON FAULT,forced,BANGALORE 66 HV1 BANASWADI 21:23 22:10 00:47 TRIPPED ON FAULT
OUTAGES JAN-26.pdf,52,1454,10/01/26,10-Jan-26,BANGALORE,66,HV1 K RAGUTTAHALLI,,11:45,12:35,0:50,50,11,solar_window,LINE CLEAR AVAILED,planned_or_line_clear,BANGALORE 66 HV1 K RAGUTTAHALLI 11:45 12:35 00:50 LINE CLEAR AVAILED
OUTAGES JAN-26.pdf,52,1455,10/01/26,10-Jan-26,BANGALORE,66,HV1 DODDABELAVANGALA,,4:40,4:45,0:05,5,4,night_offpeak,TRIPPED ON FAULT,forced,BANGALORE 66 HV1 DODDABELAVANGALA 04:40 04:45 00:05 TRIPPED ON FAULT
OUTAGES JAN-26.pdf,52,1456,10/01/26,10-Jan-26,BANGALORE,66,HV1 VIDHURASHWATHA,,17:45,17:50,0:05,5,17,day_other,LINE CLEAR AVAILED,planned_or_line_clear,BANGALORE 66 HV1 VIDHURASHWATHA 17:45 17:50 00:05 LINE CLEAR AVAILED
OUTAGES JAN-26.pdf,52,1457,10/01/26,10-Jan-26,BANGALORE,66,HV1 TEKAL,,10:10,10:30,0:20,20,10,solar_window,TRIPPED ON FAULT,forced,BANGALORE 66 HV1 TEKAL 10:10 10:30 00:20 TRIPPED ON FAULT
OUTAGES JAN-26.pdf,52,1458,10/01/26,10-Jan-26,BANGALORE,66,HV1 ALLIMARANAHALLI,,10:16,10:28,0:12,12,10,solar_window,TRIPPED ON FAULT,forced,BANGALORE 66 HV1 ALLIMARANAHALLI 10:16 10:28 00:12 TRIPPED ON FAULT
OUTAGES JAN-26.pdf,52,1459,10/01/26,10-Jan-26,BANGALORE,66,HV2 PILAGUMPA,,15:15,15:40,0:25,25,15,solar_window,LINE CLEAR AVAILED,planned_or_line_clear,BANGALORE 66 HV2 PILAGUMPA 15:15 15:40 00:25 LINE CLEAR AVAILED
OUTAGES JAN-26.pdf,52,1460,10/01/26,10-Jan-26,BANGALORE,66,HV2 DODDABELAVANGALA,,21:50,21:55,0:05,5,21,evening_peak,TRIPPED ON FAULT,forced,BANGALORE 66 HV2 DODDABELAVANGALA 21:50 21:55 00:05 TRIPPED ON FAULT
OUTAGES JAN-26.pdf,52,1461,10/01/26,10-Jan-26,BANGALORE,66,HV2 DODDALAHALLI,,18:20,18:37,0:17,17,18,evening_peak,TRIPPED ON FAULT,forced,BANGALORE 66 HV2 DODDALAHALLI 18:20 18:37 00:17 TRIPPED ON FAULT
OUTAGES JAN-26.pdf,52,1462,10/01/26,10-Jan-26,BANGALORE,66,HV2 SAMANDURU,,10:00,10:05,0:05,5,10,solar_window,LINE CLEAR AVAILED,planned_or_line_clear,BANGALORE 66 HV2 SAMANDURU 10:00 10:05 00:05 LINE CLEAR AVAILED
OUTAGES JAN-26.pdf,52,1463,10/01/26,10-Jan-26,BANGALORE,220,220KV DEVANAHALLI 400 GIS - NRS DB PURA 220 2NO STATION AFFECTED,,0:00,23:59,23:59,1439,0,night_offpeak,TRIPPED ON FAULT,forced,BANGALORE 220220KV DEVANAHALLI 400 GIS - NRS DB PURA 220 2NO STATION AFFECTED 00:00 23:59 23:59 TRIPPED ON FAULT
OUTAGES JAN-26.pdf,56,1567,11/01/26,11-Jan-26,BANGALORE,66,66KV AVANI - MULABAGAL MULBAGAL,,6:35,6:50,0:15,15,6,day_other,TRIPPED ON FAULT,forced,BANGALORE 66 66KV AVANI - MULABAGAL MULBAGAL 06:35 06:50 00:15 TRIPPED ON FAULT
OUTAGES JAN-26.pdf,56,1568,11/01/26,11-Jan-26,BANGALORE,66,66KV BIDADI 220 - HEJJALA 2 HEJJALA,,12:53,12:58,0:05,5,12,solar_window,LINE CLEAR AVAILED,planned_or_line_clear,BANGALORE 66 66KV BIDADI 220 - HEJJALA 2 HEJJALA 12:53 12:58 00:05 LINE CLEAR AVAILED
OUTAGES JAN-26.pdf,56,1569,11/01/26,11-Jan-26,BANGALORE,66,66KV CB PURA I/A - CB PURA URBAN CHIKKABALLAPURA URBAN,,10:30,13:35,3:05,185,10,solar_window,LINE CLEAR AVAILED,planned_or_line_clear,BANGALORE 66 66KV CB PURA I/A - CB PURA URBAN CHIKKABALLAPURA URBAN 10:30 13:35 03:05 LINE CLEAR AVAILED
OUTAGES JAN-26.pdf,56,1570,11/01/26,11-Jan-26,BANGALORE,66,"66KV CHANNAPATNA 220 - KOTHIPURA 2 - BEVOORDASHAVARA, BEVOOR, SANKALGERE, VANDARAGUPPE",,13:16,13:25,0:09,9,13,solar_window,TRIPPED ON FAULT,forced,"BANGALORE 6666KV CHANNAPATNA 220 - KOTHIPURA 2 - BEVOORDASHAVARA, BEVOOR, SANKALGERE, VANDARAGUPPE13:16 13:25 00:09 TRIPPED ON FAULT"
OUTAGES JAN-26.pdf,56,1571,11/01/26,11-Jan-26,BANGALORE,66,66KV DABASPETE 220 - SK STEEL SK STEEL,,12:20,15:49,3:29,209,12,solar_window,LINE CLEAR AVAILED,planned_or_line_clear,BANGALORE 66 66KV DABASPETE 220 - SK STEEL SK STEEL 12:20 15:49 03:29 LINE CLEAR AVAILED
OUTAGES JAN-26.pdf,56,1572,11/01/26,11-Jan-26,BANGALORE,66,66KV EKARAJAPURA 220 - BUDIGERE 2 NO STATION AFFECTED,,6:38,7:17,0:39,39,6,day_other,TRIPPED ON FAULT,forced,BANGALORE 66 66KV EKARAJAPURA 220 - BUDIGERE 2 NO STATION AFFECTED 06:38 07:17 00:39 TRIPPED ON FAULT
OUTAGES JAN-26.pdf,56,1573,11/01/26,11-Jan-26,BANGALORE,66,"66KV EPIP 220 - KADUGODIKADUGODI, ARMY WELFARE HOUSING ORGANIZATION",,16:20,16:38,0:18,18,16,day_other,TRIPPED ON FAULT,forced,"BANGALORE 66 66KV EPIP 220 - KADUGODIKADUGODI, ARMY WELFARE HOUSING ORGANIZATION16:20 16:38 00:18 TRIPPED ON FAULT"
OUTAGES JAN-26.pdf,56,1574,11/01/26,11-Jan-26,BANGALORE,66,66KV GOWRIBIDANUR 220 - MANCHENAHALLI - GUNDAMGEREMANCHENAHALLI,,17:05,18:35,1:30,90,17,day_other,LINE CLEAR AVAILED,planned_or_line_clear,BANGALORE 6666KV GOWRIBIDANUR 220 - MANCHENAHALLI - GUNDAMGEREMANCHENAHALLI 17:05 18:35 01:30 LINE CLEAR AVAILED
OUTAGES JAN-26.pdf,56,1575,11/01/26,11-Jan-26,BANGALORE,66,66KV HAL 220 - BAIYAPPANAHALLI BMRCL (EHT)NO STATION AFFECTED,,0:00,23:59,23:59,1439,0,night_offpeak,TRIPPED ON FAULT,forced,BANGALORE 6666KV HAL 220 - BAIYAPPANAHALLI BMRCL (EHT)NO STATION AFFECTED 00:00 23:59 23:59 TRIPPED ON FAULT
OUTAGES JAN-26.pdf,56,1576,11/01/26,11-Jan-26,BANGALORE,66,66KV HBR LAYOUT 66 - MANYATA 66 - KONDASPURA (SAFAL) _DG3NO STATION AFFECTED,,6:26,10:39,4:13,253,6,day_other,TRIPPED ON FAULT,forced,BANGALORE 6666KV HBR LAYOUT 66 - MANYATA 66 - KONDASPURA (SAFAL) _DG3NO STATION AFFECTED 06:26 10:39 04:13 TRIPPED ON FAULT
OUTAGES JAN-26.pdf,56,1577,11/01/26,11-Jan-26,BANGALORE,66,"66KV KADUGODI - ARMY WELFARE HOUSING ORGANISATION - ALLEMBIC GLASS FACTORY [TAP]ARMY WELFARE HOUSING ORGANIZATION, NTT(EHT)",,16:20,16:26,0:06,6,16,day_other,TRIPPED ON FAULT,forced,"BANGALORE 6666KV KADUGODI - ARMY WELFARE HOUSING ORGANISATION - ALLEMBIC GLASS FACTORY [TAP]ARMY WELFARE HOUSING ORGANIZATION, NTT(EHT)16:20 16:26 00:06 TRIPPED ON FAULT"
OUTAGES JAN-26.pdf,56,1578,11/01/26,11-Jan-26,BANGALORE,66,66KV KOLAR 220 - BANGARPET 2 BANGARPETE,,10:05,10:15,0:10,10,10,solar_window,LINE CLEAR AVAILED,planned_or_line_clear,BANGALORE 66 66KV KOLAR 220 - BANGARPET 2 BANGARPETE 10:05 10:15 00:10 LINE CLEAR AVAILED
OUTAGES JAN-26.pdf,56,1579,11/01/26,11-Jan-26,BANGALORE,66,"66KV KOLAR 220 - NARASAPURA 1NARASAPURA, KC VALLEY, HONDA, WISTRON",,13:29,13:32,0:03,3,13,solar_window,LINE CLEAR AVAILED,planned_or_line_clear,"BANGALORE 66 66KV KOLAR 220 - NARASAPURA 1NARASAPURA, KC VALLEY, HONDA, WISTRON13:29 13:32 00:03 LINE CLEAR AVAILED"
OUTAGES JAN-26.pdf,56,1580,11/01/26,11-Jan-26,BANGALORE,66,66KV KOLAR 220 - NARASAPURA 1 NO STATION AFFECTED,,15:23,15:43,0:20,20,15,solar_window,TRIPPED ON FAULT,forced,BANGALORE 66 66KV KOLAR 220 - NARASAPURA 1 NO STATION AFFECTED 15:23 15:43 00:20 TRIPPED ON FAULT
OUTAGES JAN-26.pdf,56,1581,11/01/26,11-Jan-26,BANGALORE,66,66KV KOLAR 220 - NARASAPURA 2 NARASAPURA,,13:29,13:33,0:04,4,13,solar_window,LINE CLEAR AVAILED,planned_or_line_clear,BANGALORE 66 66KV KOLAR 220 - NARASAPURA 2 NARASAPURA 13:29 13:33 00:04 LINE CLEAR AVAILED
OUTAGES JAN-26.pdf,56,1582,11/01/26,11-Jan-26,BANGALORE,66,"66KV KOLAR 220 - TALAGUNDAVEMGAL, KYALANUR, TALAGUNDA",,10:05,10:12,0:07,7,10,solar_window,MAIN SUPPLY FAILED,forced,"BANGALORE 66 66KV KOLAR 220 - TALAGUNDAVEMGAL, KYALANUR, TALAGUNDA10:05 10:12 00:07 MAIN SUPPLY FAILED"
OUTAGES JAN-26.pdf,57,1583,11/01/26,11-Jan-26,BANGALORE,66,66KV KORAMANGALA 220 - AUSTIN TOWN 1 AUSTIN TOWN,,18:03,18:30,0:27,27,18,evening_peak,TRIPPED ON FAULT,forced,BANGALORE 66 66KV KORAMANGALA 220 - AUSTIN TOWN 1 AUSTIN TOWN 18:03 18:30 00:27 TRIPPED ON FAULT
OUTAGES JAN-26.pdf,57,1584,11/01/26,11-Jan-26,BANGALORE,66,66KV KUMBALAGODU 220 - HEJJALA HEJJALA,,19:25,19:30,0:05,5,19,evening_peak,LINE CLEAR AVAILED,planned_or_line_clear,BANGALORE 66 66KV KUMBALAGODU 220 - HEJJALA HEJJALA 19:25 19:30 00:05 LINE CLEAR AVAILED
OUTAGES JAN-26.pdf,57,1585,11/01/26,11-Jan-26,BANGALORE,66,"66KV KYALANUR - TALAGAWARAVEMGAL, KYALANUR, TALAGUNDA",,15:00,15:05,0:05,5,15,solar_window,LINE CLEAR AVAILED,planned_or_line_clear,"BANGALORE 66 66KV KYALANUR - TALAGAWARAVEMGAL, KYALANUR, TALAGUNDA15:00 15:05 00:05 LINE CLEAR AVAILED"
OUTAGES JAN-26.pdf,57,1586,11/01/26,11-Jan-26,BANGALORE,66,"66KV NAGANATHAPURA 220 - ELECTRONIC CITY PH 2 SEC 2 (MALGUDI) - TATA BP SOLAR - 2ELECTRONIC CITY PH2 SEC 2(MALGUDI), CHOKKASANDRA",,0:22,0:45,0:23,23,0,night_offpeak,TRIPPED ON FAULT,forced,"BANGALORE 6666KV NAGANATHAPURA 220 - ELECTRONIC CITY PH 2 SEC 2 (MALGUDI) - TATA BP SOLAR - 2ELECTRONIC CITY PH2 SEC 2(MALGUDI), CHOKKASANDRA00:22 00:45 00:23 TRIPPED ON FAULT"
OUTAGES JAN-26.pdf,57,1587,11/01/26,11-Jan-26,BANGALORE,66,66KV NELAMANGALA 66 - ALUR ALUR,,20:55,20:58,0:03,3,20,evening_peak,LINE CLEAR AVAILED,planned_or_line_clear,BANGALORE 66 66KV NELAMANGALA 66 - ALUR ALUR 20:55 20:58 00:03 LINE CLEAR AVAILED
OUTAGES JAN-26.pdf,57,1588,11/01/26,11-Jan-26,BANGALORE,66,66KV PUTTENAHALLI 220 - SOLADEVANAHALLI 66KV DC_SC _DG2SOLADEVANAHALLI,,7:37,7:55,0:18,18,7,day_other,LINE CLEAR AVAILED,planned_or_line_clear,BANGALORE 6666KV PUTTENAHALLI 220 - SOLADEVANAHALLI 66KV DC_SC _DG2SOLADEVANAHALLI 07:37 07:55 00:18 LINE CLEAR AVAILED
OUTAGES JAN-26.pdf,57,1589,11/01/26,11-Jan-26,BANGALORE,66,66KV SARJAPURA 220 - CHANDAPURA NO STATION AFFECTED,,1:52,7:07,5:15,315,1,night_offpeak,TRIPPED ON FAULT,forced,BANGALORE 66 66KV SARJAPURA 220 - CHANDAPURA NO STATION AFFECTED 01:52 07:07 05:15 TRIPPED ON FAULT
OUTAGES JAN-26.pdf,57,1590,11/01/26,11-Jan-26,BANGALORE,66,66KV SRS PEENYA 220 - SOLADEVANAHALLI TAP TO BIEC AND ALUR DG - IISOLADEVANAHALLI,,19:50,19:56,0:06,6,19,evening_peak,LINE CLEAR AVAILED,planned_or_line_clear,BANGALORE 6666KV SRS PEENYA 220 - SOLADEVANAHALLI TAP TO BIEC AND ALUR DG - IISOLADEVANAHALLI 19:50 19:56 00:06 LINE CLEAR AVAILED
OUTAGES JAN-26.pdf,57,1591,11/01/26,11-Jan-26,BANGALORE,66,66KV SRS PEENYA 220 - SOLADEVANAHALLI TAP TO BIEC AND ALUR DG - IIALUR,,7:20,7:26,0:06,6,7,day_other,LINE CLEAR AVAILED,planned_or_line_clear,BANGALORE 6666KV SRS PEENYA 220 - SOLADEVANAHALLI TAP TO BIEC AND ALUR DG - IIALUR 07:20 07:26 00:06 LINE CLEAR AVAILED
OUTAGES JAN-26.pdf,57,1592,11/01/26,11-Jan-26,BANGALORE,66,66KV T GOLLAHALLI 220 - KGF 1 NO STATION AFFECTED,,0:00,23:59,23:59,1439,0,night_offpeak,LINE CLEAR AVAILED,planned_or_line_clear,BANGALORE 66 66KV T GOLLAHALLI 220 - KGF 1 NO STATION AFFECTED 00:00 23:59 23:59 LINE CLEAR AVAILED
OUTAGES JAN-26.pdf,57,1593,11/01/26,11-Jan-26,BANGALORE,66,"66KV YARANDANAHALLI 220 - ANEKAL 2ANEKAL, ATTIBELE, SAMANDURU",,10:30,10:42,0:12,12,10,solar_window,MAIN SUPPLY FAILED,forced,"BANGALORE 66 66KV YARANDANAHALLI 220 - ANEKAL 2ANEKAL, ATTIBELE, SAMANDURU10:30 10:42 00:12 MAIN SUPPLY FAILED"
OUTAGES JAN-26.pdf,57,1594,11/01/26,11-Jan-26,BANGALORE,66,"66KV YARANDANAHALLI 220 - BOMMASANDRA I/A - BIOCON (ELECTRONIC CITY 2)BOMMASANDRA, BIOCON",,10:30,10:42,0:12,12,10,solar_window,MAIN SUPPLY FAILED,forced,"BANGALORE 6666KV YARANDANAHALLI 220 - BOMMASANDRA I/A - BIOCON (ELECTRONIC CITY 2)BOMMASANDRA, BIOCON 10:30 10:42 00:12 MAIN SUPPLY FAILED"
OUTAGES JAN-26.pdf,57,1595,11/01/26,11-Jan-26,BANGALORE,66,66KV YARANDANAHALLI 220 - CHANDAPURACHANDAPURA,,10:30,11:05,0:35,35,10,solar_window,MAIN SUPPLY FAILED,forced,BANGALORE 6666KV YARANDANAHALLI 220 - CHANDAPURACHANDAPURA 10:30 11:05 00:35 MAIN SUPPLY FAILED
OUTAGES JAN-26.pdf,57,1596,11/01/26,11-Jan-26,BANGALORE,66,66KV YARANDANAHALLI 220 - COLEMAN LTD TIMES OF INDIA EHTTIMES OF INDIA,,10:30,10:42,0:12,12,10,solar_window,MAIN SUPPLY FAILED,forced,BANGALORE 6666KV YARANDANAHALLI 220 - COLEMAN LTD TIMES OF INDIA EHTTIMES OF INDIA 10:30 10:42 00:12 MAIN SUPPLY FAILED
OUTAGES JAN-26.pdf,57,1597,11/01/26,11-Jan-26,BANGALORE,66,66KV YARANDANAHALLI 220 - JIGANI OLD STATIONNO STATION AFFECTED,,10:30,11:05,0:35,35,10,solar_window,TRIPPED ON FAULT,forced,BANGALORE 6666KV YARANDANAHALLI 220 - JIGANI OLD STATIONNO STATION AFFECTED 10:30 11:05 00:35 TRIPPED ON FAULT
OUTAGES JAN-26.pdf,57,1598,11/01/26,11-Jan-26,BANGALORE,66,"66KV YARANDANAHALLI 220 - SURYA CITYSURYA CITY, ANEKAL, ATTIBELE, SAMANDURU",,10:30,10:42,0:12,12,10,solar_window,MAIN SUPPLY FAILED,forced,"BANGALORE 66 66KV YARANDANAHALLI 220 - SURYA CITYSURYA CITY, ANEKAL, ATTIBELE, SAMANDURU10:30 10:42 00:12 MAIN SUPPLY FAILED"
OUTAGES JAN-26.pdf,57,1599,11/01/26,11-Jan-26,BANGALORE,66,HV1 NG HALLI MUSS,,10:15,10:25,0:10,10,10,solar_window,LINE CLEAR AVAILED,planned_or_line_clear,BANGALORE 66 HV1 NG HALLI MUSS 10:15 10:25 00:10 LINE CLEAR AVAILED
OUTAGES JAN-26.pdf,57,1600,11/01/26,11-Jan-26,BANGALORE,66,HV1 NAGANATHAPURA 220,,18:12,18:28,0:16,16,18,evening_peak,TRIPPED ON FAULT,forced,BANGALORE 66 HV1 NAGANATHAPURA 220 18:12 18:28 00:16 TRIPPED ON FAULT
OUTAGES JAN-26.pdf,57,1601,11/01/26,11-Jan-26,BANGALORE,66,HV1 KONADASPURA,,17:06,17:10,0:04,4,17,day_other,LINE CLEAR AVAILED,planned_or_line_clear,BANGALORE 66 HV1 KONADASPURA 17:06 17:10 00:04 LINE CLEAR AVAILED
OUTAGES JAN-26.pdf,57,1602,11/01/26,11-Jan-26,BANGALORE,66,HV1 MULBAGAL,,8:05,8:19,0:14,14,8,day_other,TRIPPED ON FAULT,forced,BANGALORE 66 HV1 MULBAGAL 08:05 08:19 00:14 TRIPPED ON FAULT
OUTAGES JAN-26.pdf,57,1603,11/01/26,11-Jan-26,BANGALORE,66,HV1 BIDADI 220,,10:16,14:20,4:04,244,10,solar_window,LINE CLEAR AVAILED,planned_or_line_clear,BANGALORE 66 HV1 BIDADI 220 10:16 14:20 04:04 LINE CLEAR AVAILED
OUTAGES JAN-26.pdf,57,1604,11/01/26,11-Jan-26,BANGALORE,66,HV1 YARANDANAHALLI 220,,10:30,10:50,0:20,20,10,solar_window,MAIN SUPPLY FAILED,forced,BANGALORE 66 HV1 YARANDANAHALLI 220 10:30 10:50 00:20 MAIN SUPPLY FAILED
OUTAGES JAN-26.pdf,57,1605,11/01/26,11-Jan-26,BANGALORE,66,HV2 NAGANATHAPURA 220,,15:30,18:10,2:40,160,15,solar_window,TRIPPED ON FAULT,forced,BANGALORE 66 HV2 NAGANATHAPURA 220 15:30 18:10 02:40 TRIPPED ON FAULT
OUTAGES JAN-26.pdf,58,1606,11/01/26,11-Jan-26,BANGALORE,66,HV2 NAGANATHAPURA 220,,18:10,20:39,2:29,149,18,evening_peak,TRIPPED ON FAULT,forced,BANGALORE 66 HV2 NAGANATHAPURA 220 18:10 20:39 02:29 TRIPPED ON FAULT
OUTAGES JAN-26.pdf,58,1607,11/01/26,11-Jan-26,BANGALORE,66,HV2 KONADASPURA,,17:06,17:10,0:04,4,17,day_other,LINE CLEAR AVAILED,planned_or_line_clear,BANGALORE 66 HV2 KONADASPURA 17:06 17:10 00:04 LINE CLEAR AVAILED
OUTAGES JAN-26.pdf,58,1608,11/01/26,11-Jan-26,BANGALORE,66,HV2 MULBAGAL,,8:05,8:19,0:14,14,8,day_other,TRIPPED ON FAULT,forced,BANGALORE 66 HV2 MULBAGAL 08:05 08:19 00:14 TRIPPED ON FAULT
