date,timestamp,hour,day_of_week,load_2024_mw,load_2023_mw,synthetic_ev_demand_mw,predicted_ev_demand_mw,managed_ev_shift_mw,recommended_charge_score,charging_action,grid_stress_index_0_100,outages_active_hour,dominant_power_resource_day,nearest_ev_point_name_hour,nearest_ev_distance_km_hour
2024-03-15,2024-03-15 10:00:00,10,Friday,16566.1625,15756.59,72.756,,0.0,17.39,delay_charge,70.61,27.0,thermal,ev_node_5305546325,64.73154614561025
2024-03-15,2024-03-15 11:00:00,11,Friday,16808.9325,15780.59,65.397,,0.0,11.23,delay_charge,76.77,32.0,thermal,Gogate Plaza,85.99431504833063
2024-03-15,2024-03-15 12:00:00,12,Friday,16657.0,15720.9875,65.15,,0.0,10.27,delay_charge,77.73,39.0,thermal,ev_node_13238855163,85.48082565420009
2024-03-15,2024-03-15 13:00:00,13,Friday,16488.7975,15605.48,65.691,,0.0,33.76,delay_charge,72.24,38.0,thermal,Urja Charging Station,49.95920745346138
2024-03-15,2024-03-15 14:00:00,14,Friday,16340.12,15133.3175,65.162,,0.0,37.83,delay_charge,68.17,35.0,thermal,Gogate Plaza,45.606452922853094
2024-03-15,2024-03-15 15:00:00,15,Friday,15812.7575,15046.6275,67.465,,0.0,45.34,flexible,60.66,29.0,thermal,Tata Power TSS Sirsi,120.24419310310134
2024-03-15,2024-03-15 16:00:00,16,Friday,16286.5725,14559.7775,69.283,,0.0,22.87,delay_charge,65.13,33.0,thermal,Tata Power TSS Sirsi,27.43099302
2024-03-15,2024-03-15 17:00:00,17,Friday,15327.095,12801.9175,159.151,,0.0,31.19,delay_charge,56.81,30.0,thermal,,
2024-03-15,2024-03-15 18:00:00,18,Friday,13377.535,10921.435,140.053,,0.0,37.28,delay_charge,50.72,25.0,thermal,ev_node_5305546325,21.42463176
2024-03-15,2024-03-15 19:00:00,19,Friday,12011.775,10535.2225,148.944,,0.0,57.7,flexible,30.3,21.0,thermal,,
2024-03-15,2024-03-15 20:00:00,20,Friday,11822.905,9994.3925,143.703,,0.0,61.44,flexible,26.56,22.0,thermal,ev_node_13238855163,85.8004468
2024-03-15,2024-03-15 21:00:00,21,Friday,11214.8725,9454.2925,144.096,,0.0,74.85,charge_now,13.15,19.0,thermal,,
2024-03-15,2024-03-15 22:00:00,22,Friday,11675.3,10163.855,148.514,,0.0,65.07,flexible,22.93,19.0,thermal,ev_way_1496159597,93.96135401675429
2024-03-15,2024-03-15 23:00:00,23,Friday,12067.8625,10891.23,54.137,,0.0,58.7,flexible,29.3,17.0,thermal,Tata Power TSS Sirsi,58.71534848709102
2024-03-16,2024-03-16 00:00:00,0,Saturday,12081.3175,10304.1425,25.603,,0.0,75.39,charge_now,30.61,16.0,thermal,,
2024-03-16,2024-03-16 01:00:00,1,Saturday,12048.3,9872.365000000002,24.725,,0.0,77.13,charge_now,28.87,18.0,thermal,ev_node_13775144101,109.83405972073982
2024-03-16,2024-03-16 02:00:00,2,Saturday,11526.91,9842.7075,26.118,,0.0,90.3,charge_now,15.7,14.0,thermal,,
2024-03-16,2024-03-16 03:00:00,3,Saturday,11244.825,9532.465,25.912,,0.0,96.01,charge_now,9.99,13.0,thermal,,
2024-03-16,2024-03-16 04:00:00,4,Saturday,11598.975,9441.8875,24.852,,0.0,88.4,charge_now,17.6,13.0,thermal,,
2024-03-16,2024-03-16 05:00:00,5,Saturday,11734.1,9573.075,24.306,,0.0,80.18,charge_now,25.82,16.0,thermal,ev_node_13238855163,67.33970169007502
2024-03-16,2024-03-16 06:00:00,6,Saturday,12244.755,9768.0875,64.454,,0.0,49.86,flexible,38.14,21.0,thermal,ev_node_5305546325,84.65355353747393
2024-03-16,2024-03-16 07:00:00,7,Saturday,13023.7775,10540.1225,68.823,,0.0,47.65,flexible,40.35,19.0,thermal,Ather Grid,60.51989163746806
2024-03-16,2024-03-16 08:00:00,8,Saturday,13730.6825,11904.02,75.397,,0.0,41.36,delay_charge,46.64,23.0,thermal,ev_node_6128170285,54.83459928677002
2024-03-16,2024-03-16 09:00:00,9,Saturday,13934.4825,12490.1475,79.117,,0.0,41.38,delay_charge,46.62,18.0,thermal,ev_node_5305546325,62.668341269544015
2024-03-16,2024-03-16 10:00:00,10,Saturday,15716.2725,14848.8175,61.995,,0.0,22.32,delay_charge,65.68,37.0,thermal,ev_node_5305546325,56.75772847285034
2024-03-16,2024-03-16 11:00:00,11,Saturday,16492.5825,15220.3375,55.506,,0.0,4.72,delay_charge,83.28,63.0,thermal,Gogate Plaza,89.25545681017553
2024-03-16,2024-03-16 12:00:00,12,Saturday,16356.655,15343.25,55.954,,0.0,11.04,delay_charge,76.96,62.0,thermal,Tata Power TSS Sirsi,64.17777218
2024-03-16,2024-03-16 13:00:00,13,Saturday,16388.0975,15372.31,56.06,,0.0,25.95,delay_charge,80.05,74.0,thermal,Tata Power TSS Sirsi,104.51713388668846
2024-03-16,2024-03-16 14:00:00,14,Saturday,15566.26,15069.5,58.147,,0.0,41.16,delay_charge,64.84,53.0,thermal,ev_node_5305546325,58.66111505
2024-03-16,2024-03-16 15:00:00,15,Saturday,15843.0725,15049.155,56.525,,0.0,36.24,delay_charge,69.76,48.0,thermal,Tata Power TSS Sirsi,100.38306133762693
2024-03-16,2024-03-16 16:00:00,16,Saturday,15608.835,14321.2225,59.656,,0.0,21.9,delay_charge,66.1,52.0,thermal,Gogate Plaza,66.30782053708566
2024-03-16,2024-03-16 17:00:00,17,Saturday,14678.11,12656.8925,137.398,,0.0,29.7,delay_charge,58.3,41.0,thermal,Tata Power TSS Sirsi,22.317783354192784
2024-03-16,2024-03-16 18:00:00,18,Saturday,13200.5525,11320.0325,128.289,,0.0,38.13,delay_charge,49.87,36.0,thermal,ev_node_5305546325,61.666036834173006
2024-03-16,2024-03-16 19:00:00,19,Saturday,11716.24,10433.455,131.476,,0.0,60.53,flexible,27.47,22.0,thermal,ev_node_5305546325,67.72116628389043
2024-03-16,2024-03-16 20:00:00,20,Saturday,11257.1825,10189.7875,135.071,,0.0,72.08,charge_now,15.92,22.0,thermal,ev_node_13238855163,85.8004468
2024-03-16,2024-03-16 21:00:00,21,Saturday,11045.085,9414.3775,128.593,,0.0,79.21,charge_now,8.79,17.0,thermal,,
2024-03-16,2024-03-16 22:00:00,22,Saturday,11667.3225,9545.095,122.72,,0.0,65.04,flexible,22.96,20.0,thermal,ev_node_5305546325,92.59486364
2024-03-16,2024-03-16 23:00:00,23,Saturday,12190.56,9952.1475,42.486,,0.0,53.39,flexible,34.61,18.0,thermal,,
2024-03-17,2024-03-17 00:00:00,0,Sunday,12081.3175,9342.1125,23.192,,0.0,75.2,charge_now,30.8,17.0,thermal,,
2024-03-17,2024-03-17 01:00:00,1,Sunday,12312.5225,8769.8475,20.99,,0.0,67.33,flexible,38.67,17.0,thermal,,
2024-03-17,2024-03-17 02:00:00,2,Sunday,11592.88,8578.689999999999,22.221,,0.0,84.71,charge_now,21.29,15.0,thermal,Tata Power TSS Sirsi,157.1483759359076
2024-03-17,2024-03-17 03:00:00,3,Sunday,11424.5925,8375.6375,22.082,,0.0,88.79,charge_now,17.21,13.0,thermal,,
2024-03-17,2024-03-17 04:00:00,4,Sunday,11878.5975,8458.77,21.267,,0.0,77.99,charge_now,28.01,14.0,thermal,ev_node_5305546325,59.38012643581176
2024-03-17,2024-03-17 05:00:00,5,Sunday,12292.72,8858.7325,21.321,,0.0,68.51,flexible,37.49,20.0,thermal,ev_node_13238855163,99.68643055052308
2024-03-17,2024-03-17 06:00:00,6,Sunday,12237.73,9171.9225,60.515,,0.0,49.84,flexible,38.16,31.0,thermal,ev_node_5305546325,31.122972589447137
2024-03-17,2024-03-17 07:00:00,7,Sunday,12556.38,10267.855,66.3,,0.0,45.32,flexible,42.68,21.0,thermal,Ather Grid,60.490496724749136
2024-03-17,2024-03-17 08:00:00,8,Sunday,13161.845,11313.1425,71.524,,0.0,40.99,delay_charge,47.01,25.0,thermal,,
2024-03-17,2024-03-17 09:00:00,9,Sunday,13968.085,11991.8775,73.189,,0.0,33.96,delay_charge,54.04,30.0,thermal,Tata Power TSS Sirsi,43.59567123
2024-03-17,2024-03-17 10:00:00,10,Sunday,15321.67,13623.3825,54.003,,0.0,6.02,delay_charge,81.98,58.0,thermal,ev_node_5305546325,79.12366409
2024-03-17,2024-03-17 11:00:00,11,Sunday,15159.575,14156.22,51.626,,0.0,10.46,delay_charge,77.54,58.0,thermal,Tata Power TSS Sirsi,60.98162117975661
2024-03-17,2024-03-17 12:00:00,12,Sunday,15027.65,14131.01,51.534,,0.0,11.31,delay_charge,76.69,63.0,thermal,Gogate Plaza,55.07325746915463
2024-03-17,2024-03-17 13:00:00,13,Sunday,14857.78,14149.0925,52.322,,0.0,33.45,delay_charge,72.55,58.0,thermal,Gogate Plaza,77.15779652521425
2024-03-17,2024-03-17 14:00:00,14,Sunday,14529.87,13928.925,52.355,,0.0,36.37,delay_charge,69.63,56.0,thermal,ev_node_5305546325,73.9084793
2024-03-17,2024-03-17 15:00:00,15,Sunday,14274.9625,13525.0625,53.146,,0.0,44.56,delay_charge,61.44,47.0,thermal,ev_node_5305546325,64.26702423307614
2024-03-17,2024-03-17 16:00:00,16,Sunday,14441.6875,13492.0375,109.226,,0.0,25.57,delay_charge,62.43,43.0,thermal,Tata Power TSS Sirsi,1.4109575851877196
2024-03-17,2024-03-17 17:00:00,17,Sunday,13380.7775,12486.0125,139.064,,0.0,34.68,delay_charge,53.32,34.0,thermal,Tata Power TSS Sirsi,59.73172388975556
2024-03-17,2024-03-17 18:00:00,18,Sunday,11699.9,11415.4725,140.516,,0.0,55.37,flexible,32.63,29.0,thermal,ev_node_5305546325,27.85807030747865
2024-03-17,2024-03-17 19:00:00,19,Sunday,10770.625,10935.1925,144.016,,0.0,70.57,flexible,17.43,32.0,thermal,ev_node_5305546325,61.983269138461154
2024-03-17,2024-03-17 20:00:00,20,Sunday,10830.2925,10306.2575,135.301,,0.0,69.83,flexible,18.17,31.0,thermal,ev_node_13238855163,85.8004468
2024-03-17,2024-03-17 21:00:00,21,Sunday,10399.9075,9471.5825,129.08,,0.0,78.66,charge_now,9.34,18.0,thermal,,
2024-03-17,2024-03-17 22:00:00,22,Sunday,11189.0975,9694.2725,127.679,,0.0,70.58,flexible,17.42,18.0,thermal,ev_way_1496159597,93.96135401675429
2024-03-17,2024-03-17 23:00:00,23,Sunday,11608.44,10031.2425,44.734,,0.0,63.0,flexible,25.0,20.0,thermal,,
2024-03-18,2024-03-18 00:00:00,0,Monday,11821.4525,9558.0,26.648,,0.0,72.63,charge_now,33.37,24.0,thermal,ev_node_5305546325,34.675446363317135
2024-03-18,2024-03-18 01:00:00,1,Monday,11671.9375,9397.645,27.032,,0.0,79.5,charge_now,26.5,18.0,thermal,,
2024-03-18,2024-03-18 02:00:00,2,Monday,11423.635,8838.664999999999,26.947,,0.0,92.89,charge_now,13.11,15.0,thermal,,
2024-03-18,2024-03-18 03:00:00,3,Monday,11416.6125,8881.767499999998,27.447,,0.0,96.11,charge_now,9.89,14.0,thermal,,
2024-03-18,2024-03-18 04:00:00,4,Monday,11450.0325,9112.6975,27.569,,0.0,91.07,charge_now,14.93,14.0,thermal,,
2024-03-18,2024-03-18 05:00:00,5,Monday,11566.3375,9191.405,27.455,,0.0,88.09,charge_now,17.91,15.0,thermal,ev_node_11034491772,67.71905933568546
2024-03-18,2024-03-18 06:00:00,6,Monday,11756.3025,9515.7875,74.056,,0.0,57.89,flexible,30.11,21.0,thermal,ev_node_13238855163,78.39300395652067
2024-03-18,2024-03-18 07:00:00,7,Monday,13185.385,10197.5325,75.204,,0.0,46.37,flexible,41.63,20.0,thermal,Tata Power TSS Sirsi,67.48868307821692
2024-03-18,2024-03-18 08:00:00,8,Monday,14174.7625,11556.5075,83.451,,0.0,42.03,delay_charge,45.97,20.0,thermal,ev_node_13238855163,100.67252583364072
2024-03-18,2024-03-18 09:00:00,9,Monday,14759.875,12221.28,87.434,,0.0,40.14,delay_charge,47.86,20.0,thermal,ev_node_5305546325,83.13882943494399
2024-03-18,2024-03-18 10:00:00,10,Monday,16524.235,13821.805,63.239,,0.0,15.75,delay_charge,72.25,49.0,thermal,Gogate Plaza,75.06072686441246
2024-03-18,2024-03-18 11:00:00,11,Monday,16592.6125,13893.5775,57.577,,0.0,9.76,delay_charge,78.24,52.0,thermal,Gogate Plaza,63.47258749284149
2024-03-18,2024-03-18 12:00:00,12,Monday,16530.765,13881.5925,58.796,,0.0,16.86,delay_charge,71.14,46.0,thermal,ev_node_13238855163,110.4090958115354
2024-03-18,2024-03-18 13:00:00,13,Monday,16583.365,13845.2175,57.377,,0.0,27.84,delay_charge,78.16,59.0,thermal,Ather Grid,80.55846534350493
2024-03-18,2024-03-18 14:00:00,14,Monday,16379.465,13219.66,58.275,,0.0,42.15,delay_charge,63.85,46.0,thermal,Gogate Plaza,87.74609909391178
2024-03-18,2024-03-18 15:00:00,15,Monday,16404.5275,12906.1175,56.85,,0.0,42.01,delay_charge,63.99,40.0,thermal,ev_way_1510242804,58.92942346649957
2024-03-18,2024-03-18 16:00:00,16,Monday,16112.355,12225.4125,59.651,,0.0,27.56,delay_charge,60.44,43.0,thermal,ev_node_5305546325,23.514360484755287
2024-03-18,2024-03-18 17:00:00,17,Monday,15173.6875,11042.0325,135.78,,0.0,29.09,delay_charge,58.91,43.0,thermal,,
2024-03-18,2024-03-18 18:00:00,18,Monday,13216.455,9891.37,126.755,,0.0,37.14,delay_charge,50.86,37.0,thermal,Gogate Plaza,43.66555172112513
2024-03-18,2024-03-18 19:00:00,19,Monday,12168.4975,9839.6125,129.688,,0.0,42.82,delay_charge,45.18,39.0,thermal,ev_node_13238855163,82.63575534435348
2024-03-18,2024-03-18 20:00:00,20,Monday,11623.9425,9455.9025,136.125,,0.0,61.71,flexible,26.29,30.0,thermal,Tata Power TSS Sirsi,157.1483759359076
2024-03-18,2024-03-18 21:00:00,21,Monday,11056.38,8744.1725,134.662,,0.0,77.32,charge_now,10.68,21.0,thermal,,
2024-03-18,2024-03-18 22:00:00,22,Monday,11645.48,9098.107499999998,131.314,,0.0,62.29,flexible,25.71,21.0,thermal,ev_way_1496159597,93.96135401675429
2024-03-18,2024-03-18 23:00:00,23,Monday,12166.64,9461.82,45.911,,0.0,53.44,flexible,34.56,18.0,thermal,,
2024-03-19,2024-03-19 00:00:00,0,Tuesday,12021.12,9217.8525,26.244,,0.0,77.22,charge_now,28.78,18.0,thermal,,
2024-03-19,2024-03-19 01:00:00,1,Tuesday,12002.635,9061.9075,26.468,,0.0,82.95,charge_now,23.05,23.0,thermal,,
2024-03-19,2024-03-19 02:00:00,2,Tuesday,11599.795,8780.3975,26.906,,0.0,94.1,charge_now,11.9,18.0,thermal,,
2024-03-19,2024-03-19 03:00:00,3,Tuesday,11652.845,8624.967499999999,26.051,,0.0,90.69,charge_now,15.31,15.0,thermal,,
2024-03-19,2024-03-19 04:00:00,4,Tuesday,11709.695,8767.855,26.121,,0.0,87.48,charge_now,18.52,17.0,thermal,Tata Power TSS Sirsi,138.67498335772197
2024-03-19,2024-03-19 05:00:00,5,Tuesday,12013.25,8684.075,25.348,,0.0,82.8,charge_now,23.2,15.0,thermal,,
2024-03-19,2024-03-19 06:00:00,6,Tuesday,12286.6525,9110.755,69.472,,0.0,53.45,flexible,34.55,19.0,thermal,ev_node_13238855163,69.28996048418131
2024-03-19,2024-03-19 07:00:00,7,Tuesday,13751.6775,9741.3325,70.343,,0.0,42.03,delay_charge,45.97,25.0,thermal,Ather Grid,70.48226068562485
2024-03-19,2024-03-19 08:00:00,8,Tuesday,14231.24,10574.235,76.511,,0.0,42.44,delay_charge,45.56,21.0,thermal,Tata Power TSS Sirsi,118.57101365055276
2024-03-19,2024-03-19 09:00:00,9,Tuesday,14817.465,11191.03,79.64,,0.0,39.07,delay_charge,48.93,23.0,thermal,ev_way_1510242804,64.14956957013462
2024-03-19,2024-03-19 10:00:00,10,Tuesday,16251.855,12305.9525,55.432,,0.0,3.29,delay_charge,84.71,68.0,thermal,Gogate Plaza,71.63965309028039
2024-03-19,2024-03-19 11:00:00,11,Tuesday,15972.9875,11615.2025,48.135,,0.0,10.07,delay_charge,77.93,78.0,thermal,ev_way_1510242804,63.713521130296385
2024-03-19,2024-03-19 12:00:00,12,Tuesday,15830.175,11638.045,50.076,,0.0,19.7,delay_charge,68.3,59.0,thermal,ev_way_1510242804,77.1709278
2024-03-19,2024-03-19 13:00:00,13,Tuesday,16046.685,11543.7975,47.858,,0.0,31.07,delay_charge,74.93,49.0,thermal,,
2024-03-19,2024-03-19 14:00:00,14,Tuesday,15676.34,11126.89,49.914,,0.0,45.43,flexible,60.57,43.0,thermal,ev_way_1510242804,67.34784599486146
2024-03-19,2024-03-19 15:00:00,15,Tuesday,15907.0725,10917.47,47.092,,0.0,38.15,delay_charge,67.85,43.0,thermal,ev_node_5305546325,71.72013374025998
2024-03-19,2024-03-19 16:00:00,16,Tuesday,15884.92,10893.0625,51.667,,0.0,22.27,delay_charge,65.73,45.0,thermal,ev_node_5305546325,52.62648532328605
2024-03-19,2024-03-19 17:00:00,17,Tuesday,15036.1475,9901.3725,121.817,,0.0,29.19,delay_charge,58.81,43.0,thermal,,
2024-03-19,2024-03-19 18:00:00,18,Tuesday,13299.525,9213.98,118.483,,0.0,37.83,delay_charge,50.17,43.0,thermal,ev_node_5305546325,56.92435988562469
2024-03-19,2024-03-19 19:00:00,19,Tuesday,12106.6825,9105.505,124.424,,0.0,50.35,flexible,37.65,31.0,thermal,ev_node_13238855163,85.8004468
2024-03-19,2024-03-19 20:00:00,20,Tuesday,11611.5425,8944.682499999999,133.52,,0.0,69.97,flexible,18.03,28.0,thermal,ev_node_13238855163,85.8004468
2024-03-19,2024-03-19 21:00:00,21,Tuesday,11432.5975,8562.470000000001,131.412,,0.0,76.5,charge_now,11.5,25.0,thermal,ev_node_13238855163,109.6154185750526
2024-03-19,2024-03-19 22:00:00,22,Tuesday,12014.6025,9547.0725,136.251,,0.0,59.78,flexible,28.22,21.0,thermal,ev_way_1496159597,93.96135401675429
2024-03-19,2024-03-19 23:00:00,23,Tuesday,12513.375,9394.0475,44.687,,0.0,49.21,flexible,38.79,23.0,thermal,,
2024-03-20,2024-03-20 00:00:00,0,Wednesday,12353.7075,8859.34,24.818,,0.0,73.66,charge_now,32.34,17.0,thermal,,
2024-03-20,2024-03-20 01:00:00,1,Wednesday,12380.1325,8701.53,23.811,,0.0,68.62,flexible,37.38,17.0,thermal,Gogate Plaza,42.15964985674863
2024-03-20,2024-03-20 02:00:00,2,Wednesday,11896.6,8551.8925,24.975,,0.0,82.92,charge_now,23.08,17.0,thermal,ev_node_5305546325,59.57465587938848
2024-03-20,2024-03-20 03:00:00,3,Wednesday,11776.5825,8492.7975,25.552,,0.0,89.77,charge_now,16.23,14.0,thermal,,
2024-03-20,2024-03-20 04:00:00,4,Wednesday,11706.53,8709.7225,26.542,,0.0,92.78,charge_now,13.22,13.0,thermal,,
2024-03-20,2024-03-20 05:00:00,5,Wednesday,12013.0775,8950.412499999999,25.236,,0.0,75.08,charge_now,30.92,30.0,thermal,ev_node_11034491772,78.05553579661141
2024-03-20,2024-03-20 06:00:00,6,Wednesday,12095.785,9757.975,75.661,,0.0,57.08,flexible,30.92,25.0,thermal,ev_node_10178076779,52.06267666936703
2024-03-20,2024-03-20 07:00:00,7,Wednesday,13562.125,10921.5375,79.569,,0.0,43.85,delay_charge,44.15,16.0,thermal,Ather Grid,70.48226068562485
2024-03-20,2024-03-20 08:00:00,8,Wednesday,14130.485,11471.605,82.944,,0.0,42.29,delay_charge,45.71,17.0,thermal,ev_node_5305546325,49.71142731927173
2024-03-20,2024-03-20 09:00:00,9,Wednesday,15749.0075,12044.3025,82.135,,0.0,30.68,delay_charge,57.32,17.0,thermal,ev_node_5305546325,31.220360384350226
2024-03-20,2024-03-20 10:00:00,10,Wednesday,16334.5375,13882.4725,62.534,,0.0,12.86,delay_charge,75.14,33.0,thermal,ev_node_5305546325,65.45983101256492
2024-03-20,2024-03-20 11:00:00,11,Wednesday,15626.345,14077.6225,62.193,,0.0,24.56,delay_charge,63.44,46.0,thermal,ev_node_5305546325,65.47523498417677
2024-03-20,2024-03-20 12:00:00,12,Wednesday,15761.195,13849.88,58.337,,0.0,15.87,delay_charge,72.13,45.0,thermal,Urja Charging Station,91.6739299221668
2024-03-20,2024-03-20 13:00:00,13,Wednesday,15948.085,13689.6425,56.732,,0.0,25.71,delay_charge,80.29,53.0,thermal,ev_node_5305546325,83.92475048715745
2024-03-20,2024-03-20 14:00:00,14,Wednesday,15725.9575,13345.2125,59.084,,0.0,42.96,delay_charge,63.04,41.0,thermal,Gogate Plaza,49.23328974990551
2024-03-20,2024-03-20 15:00:00,15,Wednesday,15761.1875,13590.0575,60.181,,0.0,43.0,delay_charge,63.0,30.0,thermal,ev_node_13238855163,100.07068517378718
2024-03-20,2024-03-20 16:00:00,16,Wednesday,15826.645,13117.0725,59.393,,0.0,13.91,delay_charge,74.09,44.0,thermal,Tata Power TSS Sirsi,57.28876563
2024-03-20,2024-03-20 17:00:00,17,Wednesday,15081.2375,11888.795,146.575,,0.0,29.59,delay_charge,58.41,40.0,thermal,ev_node_5305546325,27.85807030747865
2024-03-20,2024-03-20 18:00:00,18,Wednesday,13464.0975,10953.59,143.651,,0.0,41.8,delay_charge,46.2,26.0,thermal,ev_node_5305546325,27.85807030747865
2024-03-20,2024-03-20 19:00:00,19,Wednesday,12378.0475,10627.89,143.353,,0.0,47.61,flexible,40.39,26.0,thermal,ev_node_5305546325,59.38012643581176
2024-03-20,2024-03-20 20:00:00,20,Wednesday,11594.97,10465.84,156.058,,0.0,69.72,flexible,18.28,28.0,thermal,ev_node_6128170285,75.47849763198961
2024-03-20,2024-03-20 21:00:00,21,Wednesday,11266.6,9778.885,149.452,,0.0,75.5,charge_now,12.5,22.0,thermal,,
2024-03-20,2024-03-20 22:00:00,22,Wednesday,11815.0225,10061.625,147.642,,0.0,66.03,flexible,21.97,20.0,thermal,ev_way_1496159597,93.96135401675429
2024-03-20,2024-03-20 23:00:00,23,Wednesday,12185.1875,10304.725,50.864,,0.0,57.16,flexible,30.84,18.0,thermal,,
2024-03-21,2024-03-21 00:00:00,0,Thursday,12133.385,9664.6775,27.654,,0.0,78.33,charge_now,27.67,15.0,thermal,,
2024-03-21,2024-03-21 01:00:00,1,Thursday,12247.725,9544.5275,26.981,,0.0,75.65,charge_now,30.35,15.0,thermal,,
2024-03-21,2024-03-21 02:00:00,2,Thursday,11852.9325,9364.1125,27.666,,0.0,85.56,charge_now,20.44,14.0,thermal,ev_node_13238855163,109.6154185750526
2024-03-21,2024-03-21 03:00:00,3,Thursday,11806.4575,9349.93,28.031,,0.0,88.94,charge_now,17.06,13.0,thermal,,
2024-03-21,2024-03-21 04:00:00,4,Thursday,11526.1875,9514.935,29.442,,0.0,96.43,charge_now,9.57,12.0,thermal,,
2024-03-21,2024-03-21 05:00:00,5,Thursday,11587.1625,9790.0075,30.021,,0.0,94.27,charge_now,11.73,12.0,thermal,ev_node_10178076779,65.41957743730612
2024-03-21,2024-03-21 06:00:00,6,Thursday,11948.8575,10223.2525,81.925,,0.0,64.42,flexible,23.58,16.0,thermal,ev_node_13625197611,51.915619895810295
2024-03-21,2024-03-21 07:00:00,7,Thursday,13028.8425,12088.6375,89.531,,0.0,47.26,flexible,40.74,19.0,thermal,Tata Power TSS Sirsi,56.40811948846209
2024-03-21,2024-03-21 08:00:00,8,Thursday,13909.46,12163.8225,88.37,,0.0,43.27,delay_charge,44.73,17.0,thermal,,
2024-03-21,2024-03-21 09:00:00,9,Thursday,14067.9375,12488.4225,90.119,,0.0,41.89,delay_charge,46.11,17.0,thermal,Gogate Plaza,51.97303804500402
2024-03-21,2024-03-21 10:00:00,10,Thursday,16039.5875,14498.0325,65.512,,0.0,13.55,delay_charge,74.45,33.0,thermal,ev_node_5305546325,66.58784854736527
2024-03-21,2024-03-21 11:00:00,11,Thursday,15875.5525,14689.675,64.115,,0.0,22.31,delay_charge,65.69,52.0,thermal,Gogate Plaza,68.18126004027596
2024-03-21,2024-03-21 12:00:00,12,Thursday,15920.335,14776.66,63.203,,0.0,18.62,delay_charge,69.38,56.0,thermal,ev_node_5305546325,119.47434586993782
2024-03-21,2024-03-21 13:00:00,13,Thursday,16006.4525,14432.425,60.47,,0.0,32.93,delay_charge,73.07,52.0,thermal,BluSmart Charging Station,74.81560742034657
2024-03-21,2024-03-21 14:00:00,14,Thursday,15534.86,14374.5375,63.662,,0.0,43.02,delay_charge,62.98,50.0,thermal,ev_node_5305546325,37.62719421679554
2024-03-21,2024-03-21 15:00:00,15,Thursday,16035.165,14207.5,59.514,,0.0,32.89,delay_charge,73.11,43.0,thermal,Gogate Plaza,74.25284638097745
2024-03-21,2024-03-21 16:00:00,16,Thursday,15951.2475,13937.22,65.733,,0.0,21.23,delay_charge,66.77,41.0,thermal,ev_node_5305546325,48.23410127263274
2024-03-21,2024-03-21 17:00:00,17,Thursday,14698.775,12392.155,150.986,,0.0,27.34,delay_charge,60.66,47.0,thermal,ev_node_5305546325,64.56985294843948
2024-03-21,2024-03-21 18:00:00,18,Thursday,13048.18,11137.225,141.122,,0.0,34.91,delay_charge,53.09,45.0,thermal,ev_node_5305546325,39.709433284381774
2024-03-21,2024-03-21 19:00:00,19,Thursday,12967.605,10668.7975,144.324,,0.0,48.22,flexible,39.78,28.0,thermal,,
2024-03-21,2024-03-21 20:00:00,20,Thursday,11614.7325,10368.3525,152.283,,0.0,66.24,flexible,21.76,28.0,thermal,ev_node_13238855163,85.8004468
2024-03-21,2024-03-21 21:00:00,21,Thursday,11263.1425,9753.54,148.286,,0.0,74.26,charge_now,13.74,31.0,thermal,ev_node_5305546325,67.05315622353068
2024-03-21,2024-03-21 22:00:00,22,Thursday,11964.3975,10165.3975,143.65,,0.0,57.6,flexible,30.4,27.0,thermal,Tata Power TSS Sirsi,79.97697885108205
2024-03-21,2024-03-21 23:00:00,23,Thursday,12431.69,10776.2425,52.153,,0.0,52.88,flexible,35.12,20.0,thermal,,
2024-03-22,2024-03-22 00:00:00,0,Friday,12328.39,10061.53,28.513,,0.0,76.19,charge_now,29.81,19.0,thermal,ev_node_5305546325,103.32876871843597
2024-03-22,2024-03-22 01:00:00,1,Friday,12416.0,10003.08,27.96,,0.0,73.18,charge_now,32.82,20.0,thermal,,
2024-03-22,2024-03-22 02:00:00,2,Friday,12136.39,9721.044999999998,28.17,,0.0,81.16,charge_now,24.84,18.0,thermal,,
2024-03-22,2024-03-22 03:00:00,3,Friday,11982.5575,9507.98,28.634,,0.0,90.0,charge_now,16.0,15.0,thermal,,
2024-03-22,2024-03-22 04:00:00,4,Friday,12081.4975,9771.23,28.857,,0.0,85.47,charge_now,20.53,14.0,thermal,,
2024-03-22,2024-03-22 05:00:00,5,Friday,12166.43,10176.8525,29.453,,0.0,80.87,charge_now,25.13,13.0,thermal,ev_node_10178076779,65.41957743730612
2024-03-22,2024-03-22 06:00:00,6,Friday,12561.985,10640.02,80.452,,0.0,51.64,flexible,36.36,15.0,thermal,ev_node_13238855163,15.62004548436988
2024-03-22,2024-03-22 07:00:00,7,Friday,13601.8175,10992.625,79.757,,0.0,43.0,delay_charge,45.0,22.0,thermal,ev_node_5305546325,65.64443858461894
2024-03-22,2024-03-22 08:00:00,8,Friday,14684.65,11485.725,81.663,,0.0,38.89,delay_charge,49.11,26.0,thermal,ev_node_13775144101,100.52512159102872
2024-03-22,2024-03-22 09:00:00,9,Friday,15330.2025,13437.275,94.569,,0.0,36.85,delay_charge,51.15,20.0,thermal,ev_node_5305546325,49.71142731927173
